# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    291     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1     63     35     39      0      0      0      0      0      0   1512   1410      0      1      0 
    0    303     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1     42     35     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    304     69     73     99     34      0      0      0      0   1512   1380   2517      4      0 
    1     42     35     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    301     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1     42     35     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    301     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    268     40     43     98     32      0      0      0      0   1512   1410   2331      4      0 
    0    302     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    256     43     47     98     31      0      0      0      0   1512   1410   2331      4      0 
    0    299     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    277     46     49     98     32      0      0      0      0   1512   1410   2331      4      0 
    0    294     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1    281     48     51     98     32      0      0      0      0   1512   1410   2331      4      0 
    0    290     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1    265     49     53     98     32      0      0      0      0   1512   1410   2331      4      0 
    0    292     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    286     51     55     98     32      0      0      0      0   1512   1410   2331      4      0 
    0    293     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    287     52     55     97     31      0      0      0      0   1512   1410   2331      4      0 
    0    290     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    288     54     57     98     31      0      0      0      0   1512   1410   2331      4      0 
    0    295     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1    288     55     59     98     31      0      0      0      0   1512   1410   2331      4      0 
    0    289     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1    289     56     59     97     31      0      0      0      0   1512   1410   2321      4      0 
    0    291     70     73    100     35      0      0      0      0   1512   1380   2517      4      0 
    1    267     57     61     98     31      0      0      0      0   1512   1410   2321      4      0 
    0    289     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    295     58     61     98     33      0      0      0      0   1512   1410   2321      4      0 
    0    293     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    294     59     63     98     32      0      0      0      0   1512   1410   2321      4      0 
    0    297     70     73    100     34      0      0      0      0   1512   1380   2517      4      0 
    1    291     60     63     98     32      0      0      0      0   1512   1410   2331      4      0 
