# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    301     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1     73     48     49      0      0      0      0      0      0   1512   1410      0      1      0 
    0    292     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    260     51     53     98     32      0      0      0      0   1512   1410   2245      4      0 
    0    300     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    288     53     55     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    304     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    290     54     57     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    300     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    287     55     57     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    289     68     71     99     31      0      0      0      0   1512   1395   2097      4      0 
    1    285     56     59     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    299     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    289     57     59     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    294     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    296     58     61     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    302     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    300     59     61     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    291     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    297     60     61     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    299     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    297     60     63     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    287     67     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    298     61     63     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    300     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    280     62     63     98     31      0      0      0      0   1512   1410   2245      4      0 
    0    301     67     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    283     62     65     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    303     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    304     62     65     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    287     67     71     99     31      0      0      0      0   1512   1395   2097      4      0 
    1    305     63     65     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    305     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    303     63     65     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    301     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    305     64     65     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    302     68     71     99     31      0      0      0      0   1512   1395   2097      4      0 
    1    290     64     67     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    302     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    296     64     67     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    301     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    299     65     67     98     31      0      0      0      0   1512   1410   2245      4      0 
    0    286     67     71     99     31      0      0      0      0   1512   1395   2097      4      0 
    1    308     65     67     98     31      0      0      0      0   1512   1395   2253      4      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    292     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    281     65     67     98     32      0      0      0      0   1512   1410   2253      4      0 
    0    304     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    306     66     67     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    299     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    284     65     67     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    290     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    280     66     67     98     31      0      0      0      0   1512   1410   2245      4      0 
    0    298     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    291     66     67     98     32      0      0      0      0   1512   1395   2245      4      0 
    0    301     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    286     66     69     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    303     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    295     66     69     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    298     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    300     66     69     98     31      0      0      0      0   1512   1410   2245      4      0 
    0    295     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    296     67     69     98     31      0      0      0      0   1512   1395   2245      4      0 
    0    303     68     71     99     32      0      0      0      0   1512   1410   2097      4      0 
    1    288     66     69     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    287     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    292     66     69     98     31      0      0      0      0   1512   1410   2253      4      0 
    0    299     68     71     99     31      0      0      0      0   1512   1395   2097      4      0 
    1    294     67     69     98     31      0      0      0      0   1512   1395   2245      4      0 
    0    304     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    301     67     69     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    282     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    289     67     69     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    300     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    299     67     69     98     32      0      0      0      0   1512   1410   2253      4      0 
    0    295     67     71     99     31      0      0      0      0   1512   1410   2097      4      0 
    1    300     67     69     98     31      0      0      0      0   1512   1395   2253      4      0 
    0    299     68     71     99     31      0      0      0      0   1512   1410   2097      4      0 
