# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     69     46     49      2      0      0      0      0      0   1512   1410      0      1      0 
    1     74     56     59      0      0      0      0      0      0   1512   1410      0      1      0 
    0    273     53     55     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     73     56     59      0      0      0      0      0      0   1512   1410      0      1      0 
    0    272     55     57     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     49     56     59      0      0      0      0      0      0   1512    210      0      1      0 
    0    270     57     59     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     49     56     59      0      0      0      0      0      0   1512    210      0      1      0 
    0    283     59     61     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     49     56     57      0      0      0      0      0      0   1512    210      0      1      0 
    0    275     61     63     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     48     55     57      0      0      0      0      0      0   1512    210      0      1      0 
    0    281     62     65     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     49     55     57      0      0      0      0      0      0   1512    210      0      1      0 
    0    290     64     67     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     48     54     57      0      0      0      0      0      0   1512    210      0      1      0 
    0    281     65     69     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     48     54     57      0      0      0      0      0      0   1512    210      0      1      0 
    0    283     66     69     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     48     52     55      0      0      0      0      0      0   1512    210      0      1      0 
    0    294     66     69     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     47     51     53      0      0      0      0      0      0   1512    210      0      1      0 
    0    291     66     69     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     46     49     53      0      0      0      0      0      0   1512    210      0      1      0 
    0    290     66     69     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     46     48     51      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     66     69     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     45     46     49      0      0      0      0      0      0   1512    210      0      1      0 
    0    279     66     69     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     45     45     49      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     66     69     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     45     44     47      0      0      0      0      0      0   1512    210      0      1      0 
    0    291     66     69     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     44     43     47      0      0      0      0      0      0   1512    210      0      1      0 
    0    291     67     69     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     44     42     45      0      0      0      0      0      0   1512    210      0      1      0 
    0    275     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     44     41     45      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     44     41     45      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     43     40     43      0      0      0      0      0      0   1512    210      0      1      0 
    0    293     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     43     39     43      0      0      0      0      0      0   1512    210      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    299     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     43     39     43      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     42     38     41      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     67     71     95     29      0      0      0      0   1512   1410   1857      4      0 
    1     43     38     41      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     43     37     41      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     42     37     41      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     36     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     42     36     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    292     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     42     35     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     42     35     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    299     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     42     35     39      0      0      0      0      0      0   1512    210      0      1      0 
    0    294     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     42     35     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    288     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     42     34     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    299     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     42     34     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     34     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     33     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    285     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     33     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    299     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     33     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     33     37      0      0      0      0      0      0   1512    210      0      1      0 
    0    289     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     33     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     33     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    283     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    297     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    301     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    299     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    290     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    297     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    300     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     32     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    283     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    288     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    299     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    298     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    300     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    283     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    290     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    297     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    298     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    287     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    298     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    292     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     35      0      0      0      0      0      0   1512    210      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    297     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    288     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    300     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     40     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    298     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    285     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     31     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    300     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    292     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     68     71     95     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    294     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     40     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     68     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    291     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    298     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    295     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    281     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    289     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    294     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    292     68     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     40     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    294     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    301     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    282     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     40     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    286     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    283     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    299     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     40     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    296     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    301     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    289     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    297     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     40     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    288     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    284     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    293     67     71     96     29      0      0      0      0   1512   1410   1861      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
    0    298     67     71     96     29      0      0      0      0   1512   1410   1857      4      0 
    1     41     30     33      0      0      0      0      0      0   1512    210      0      1      0 
