# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     76     54     59      0      0      0      0      0      0   1512   1410      0      1      0 
    1     91     41     43    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    187     56     61     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     90     41     43    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    187     58     61     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     91     42     43    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    188     59     63     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     91     42     45    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    192     60     63     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     91     43     45    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    192     60     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     43     45    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    194     61     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     44     45    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    192     61     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     44     45    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    195     61     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     44     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    195     61     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     44     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    193     62     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     44     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    196     62     65     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     44     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    197     62     67     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     92     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    197     62     67     91     13      0      0      0      0   1512   1410   1523      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     63     67     98     15      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    210     63     67     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     92     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     67     98     15      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     67     99     15      0      0      0      0   1512   1410   1521      4      0 
    1     94     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    213     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47     99      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    211     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    210     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    210     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    213     64     69     98     15      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    213     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     65     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     46     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    209     64     67     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     92     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     65     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    214     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47     99      0      0      0      0      0   1512   1410   1671      4      0 
    0    213     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    210     64     67     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47     99      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    210     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     67     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    212     65     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    210     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    211     64     69     99     14      0      0      0      0   1512   1410   1521      4      0 
    1     93     45     47    100      0      0      0      0      0   1512   1410   1671      4      0 
    0    209     64     69     98     14      0      0      0      0   1512   1410   1521      4      0 
