# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     44     39     43      0      0      0      0      0      0   1512    210      3      2      0 
    1     79     57     59      0      0      0      0      0      0   1512   1410      0      1      0 
    0     43     39     43      0      0      0      0      0      0   1512    210      3      2      0 
    1    224     61     63     93     22      0      0      0      0   1512   1410   1589      4      0 
    0     43     38     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    224     62     65     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     43     38     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    226     63     65     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     43     38     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    230     64     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     43     38     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    227     65     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     43     38     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    227     65     69     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     37     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    225     65     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     37     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    227     64     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     36     41      0      0      0      0      0      0   1512    210      3      2      0 
    1    227     65     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     36     39      0      0      0      0      0      0   1512    210      3      2      0 
    1    227     65     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     36     39      0      0      0      0      0      0   1512    210      3      2      0 
    1    229     64     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     36     39      0      0      0      0      0      0   1512    210      3      2      0 
    1    229     65     67     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     35     39      0      0      0      0      0      0   1512    210      3      2      0 
    1    228     65     69     94     22      0      0      0      0   1512   1410   1589      4      0 
    0     42     35     39      0      0      0      0      0      0   1512    210      3      2      0 
