# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0     65     42     45      3      0      0      0      0      0   1512   1410      0      1      0 
    1    135     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    260     48     51     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    160     64     65     56      0      0      0      0      0   1512   1410    493      4      0 
    0    263     50     53     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    164     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    250     52     55     96     29      0      0      0      0   1512   1410   1857      4      0 
    1    161     64     65     56      0      0      0      0      0   1512   1410    493      4      0 
    0    264     54     57     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    146     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    266     55     59     95     29      0      0      0      0   1512   1410   1861      4      0 
    1    159     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    264     57     59     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    163     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    262     58     61     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    163     64     65     57      0      0      0      0      0   1512   1410    493      4      0 
    0    270     59     63     95     28      0      0      0      0   1512   1410   1861      4      0 
    1    154     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    257     61     63     96     29      0      0      0      0   1512   1410   1857      4      0 
    1    157     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    271     62     65     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    158     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    266     63     67     96     29      0      0      0      0   1512   1410   1857      4      0 
    1    157     64     65     50      0      0      0      0      0   1512   1410    493      4      0 
    0    277     64     67     96     29      0      0      0      0   1512   1410   1861      4      0 
    1    160     64     65     56      0      0      0      0      0   1512   1410    493      4      0 
    0    283     65     69     96     29      0      0      0      0   1512   1410   1857      4      0 
    1    147     64     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    266     65     69     96     29      0      0      0      0   1512   1410   1857      4      0 
    1    155     63     65     55      0      0      0      0      0   1512   1410    493      4      0 
    0    280     65     69     96     29      0      0      0      0   1512   1410   1861      4      0 
